severity,ppt,tmax,vpdmax,fuel_model,vegetation_type,canopy_cover,slope_deg,aspect_deg,elevation_m,treated,fire,x,y,fuel_model_group,vegetation_type_group
0,0.0,31.346,38.33,102,7967,0,3,312,1004,0,Hat_2018,-121.4124294634193,41.01917398233036,Grass,Herb
0,0.0,30.899,36.551,102,7967,0,0,-1,1010,0,Hat_2018,-121.421935186855,41.045014084745716,Grass,Herb
-53,0.0,33.041,40.223,165,7030,55,16,343,679,1,King_2014,-120.69192441166813,38.708335948312,Timber-Understory,Tree
-36,0.0,32.652,39.184,189,7261,65,10,87,900,1,King_2014,-120.70087440516656,38.734202444789204,Timber Litter,Tree
-44,0.0,32.652,39.184,91,7299,0,3,351,767,0,King_2014,-120.70983074223449,38.76006834346616,Non-Burnable,Developed
-76,0.0,33.811,42.281,165,7030,55,2,-1,766,0,King_2014,-120.71879342945927,38.78593364905666,Timber-Understory,Tree
-1,0.0,33.811,42.281,165,7030,45,5,297,850,0,King_2014,-120.7277624734373,38.8117983662789,Timber-Understory,Tree
-17,0.0,34.289,43.171,165,7030,55,9,111,816,1,King_2014,-120.73673788077373,38.8376624998554,Timber-Understory,Tree
1,0.0,33.589,41.843,165,7030,75,38,238,718,1,King_2014,-120.74571965808268,38.863526054513095,Timber-Understory,Tree
-32,0.0,33.589,41.843,165,7027,75,8,81,854,1,King_2014,-120.75470781198722,38.8893890349833,Timber-Understory,Tree
-74,0.0,33.382,41.126,186,7027,45,11,207,1043,1,King_2014,-120.76370234911941,38.91525144600166,Timber Litter,Tree
-34,0.0,33.774,42.233,165,7030,55,6,229,905,1,King_2014,-120.77270327612015,38.94111329230843,Timber-Understory,Tree
-35,0.0,33.774,42.233,122,7030,55,16,145,893,0,King_2014,-120.78171059963948,38.96697457864807,Grass-Shrub,Tree
-15,0.0,34.502,43.805,186,7029,45,39,46,714,0,King_2014,-120.79072432633629,38.992835309769745,Timber Litter,Tree
30,0.0,34.502,43.805,165,7030,45,26,134,873,1,King_2014,-120.79974446287864,39.018695490426964,Timber-Understory,Tree
-59,0.0,32.247,37.456,165,7027,65,8,294,1004,0,King_2014,-120.80877101594342,39.04455512537768,Timber-Understory,Tree
5,0.0,33.205,40.612,165,7030,65,28,167,860,1,King_2014,-120.65826547624248,38.71520762516232,Timber-Understory,Tree
-9,0.0,32.959,40.247,183,7901,45,9,286,1001,1,King_2014,-120.66720438631161,38.7410765691149,Timber Litter,Tree
-1,0.0,32.959,40.247,189,7261,65,23,53,912,1,King_2014,-120.67614963328805,38.76694491837781,Timber Litter,Tree
249,0.0,34.327,43.4,186,7030,45,42,100,754,0,King_2014,-120.6851012237541,38.79281267766967,Timber Litter,Tree
36,0.0,33.513,41.581,165,7028,45,14,316,979,0,King_2014,-120.69405916430075,38.81867985171342,Timber-Understory,Tree
-18,0.0,33.513,41.581,165,7030,75,9,50,963,0,King_2014,-120.70302346152802,38.84454644523607,Timber-Understory,Tree
-27,0.0,33.354,41.047,165,7028,65,10,122,939,1,King_2014,-120.71199412204474,38.87041246296946,Timber-Understory,Tree
-23,0.0,32.574,38.35,165,7027,65,9,282,975,1,King_2014,-120.72097115246882,38.89627790964956,Timber-Understory,Tree
-4,0.0,33.382,41.126,165,7030,75,33,144,961,1,King_2014,-120.72995455942697,38.922142790016835,Timber-Understory,Tree
-68,0.0,33.39,41.042,165,7028,55,12,219,983,1,King_2014,-120.73894434955494,38.94800710881626,Timber-Understory,Tree
-61,0.0,33.39,41.042,183,7191,25,19,275,1044,1,King_2014,-120.74794052949741,38.97387087079718,Timber Litter,Herb
-13,0.0,34.022,42.54,165,7030,65,26,332,480,0,King_2014,-120.75694310590814,38.99973408071343,Timber-Understory,Tree
13,0.0,32.189,37.233,184,7029,65,34,126,891,0,King_2014,-120.7659520854498,39.0255967433234,Timber Litter,Tree
-85,0.0,32.247,37.456,165,7028,65,5,143,1110,0,King_2014,-120.77496747479408,39.05145886338977,Timber-Understory,Tree
-38,0.0,33.347,41.123,122,7261,65,13,141,945,1,King_2014,-120.62460021048425,38.7220701420236,Grass-Shrub,Tree
9,0.0,33.286,41.152,183,7901,45,11,268,1067,1,King_2014,-120.6335280305507,38.747941531028594,Timber Litter,Tree
16,0.0,34.365,43.576,165,7027,75,27,67,899,1,King_2014,-120.64246218085358,38.77381232845217,Timber-Understory,Tree
99,0.0,34.327,43.4,184,7029,75,32,104,756,0,King_2014,-120.65140266796976,38.79968253901771,Timber Litter,Tree
54,0.0,32.989,40.319,165,7030,55,31,31,877,0,King_2014,-120.6603494984851,38.825552167452656,Timber-Understory,Tree
-10,0.0,32.989,40.319,165,7028,65,9,177,1081,0,King_2014,-120.6693026789943,38.851421218489016,Timber-Understory,Tree
-22,0.0,32.159,37.558,165,7028,65,9,193,1063,0,King_2014,-120.678262216101,38.87728969686321,Timber-Understory,Tree
-36,0.0,31.943,36.635,165,7028,75,9,121,1204,1,King_2014,-120.68722811641783,38.90315760731594,Timber-Understory,Tree
-8,0.0,32.574,38.35,165,7028,65,4,13,1220,0,King_2014,-120.6962003865662,38.92902495459247,Timber-Understory,Tree
-13,0.0,32.959,39.525,165,7028,75,10,20,1198,0,King_2014,-120.70517903317666,38.95489174344254,Timber-Understory,Tree
-1,0.0,33.427,40.863,165,7027,75,31,346,687,0,King_2014,-120.71416406288863,38.980757978620225,Timber-Understory,Tree
-97,0.0,33.427,40.863,183,7030,25,17,255,699,0,King_2014,-120.72315548235053,39.00662366488417,Timber Litter,Tree
-28,0.0,32.189,37.233,165,7030,45,19,213,906,1,King_2014,-120.73215329821979,39.032488806997584,Timber-Understory,Tree
-22,0.0,32.189,37.233,165,7027,55,18,220,1101,0,King_2014,-120.74115751716283,39.058353409728056,Timber-Understory,Tree
-46,0.0,33.237,40.97,183,9129,55,5,241,1027,1,King_2014,-120.59092862105916,38.728923496399915,Timber Litter,Tree
-29,0.0,32.947,40.299,185,7921,35,12,202,1153,1,King_2014,-120.59984534455496,38.75479732803044,Timber Litter,Tree
-8,0.0,34.365,43.576,165,7028,65,13,226,1080,1,King_2014,-120.60876839160726,38.780670571185404,Timber-Understory,Tree
114,0.0,34.365,43.576,165,7028,55,33,329,974,0,King_2014,-120.61769776878778,38.80654323059286,Timber-Understory,Tree
513,0.0,32.616,39.315,188,7195,35,12,60,1139,0,King_2014,-120.62663348267705,38.83241531098503,Timber Litter,Herb
-142,0.0,31.743,36.541,142,7028,0,12,0,1262,0,King_2014,-120.63557553986456,38.85828681709856,Shrub,Tree
31,0.0,31.743,36.541,165,7028,75,2,-1,1310,1,King_2014,-120.64452394694871,38.88415775367464,Timber-Understory,Tree
399,0.0,31.943,36.635,186,7028,45,7,342,1316,1,King_2014,-120.65347871053672,38.91002812545876,Timber Litter,Tree
-41,0.0,31.943,36.635,165,7028,75,18,254,1126,0,King_2014,-120.66243983724489,38.93589793720093,Timber-Understory,Tree
-20,0.0,33.671,41.749,165,7030,65,32,239,614,0,King_2014,-120.67140733369837,38.96176719365561,Timber-Understory,Tree
-100,0.0,32.676,38.773,165,7029,55,43,289,713,0,King_2014,-120.68038120653141,38.98763589958166,Timber-Understory,Tree
-68,0.0,33.427,40.863,165,7027,55,41,321,907,0,King_2014,-120.68936146238704,39.01350405974245,Timber-Understory,Tree
8,0.0,33.538,41.284,165,7030,45,32,158,682,0,King_2014,-120.69834810791747,39.039371678906015,Timber-Understory,Tree
-97,0.0,32.708,39.112,186,7029,45,28,128,747,0,King_2014,-120.70734114978382,39.06523876184486,Timber Litter,Tree
-26,0.105,32.88,40.176,165,7027,55,6,174,1105,1,King_2014,-120.55725071464188,38.73576768579705,Timber-Understory,Tree
-53,0.0,32.947,40.299,183,7901,45,16,350,1225,1,King_2014,-120.56615633500418,38.761643957622226,Timber Litter,Tree
700,0.007,34.552,44.1,142,7195,0,17,169,764,1,King_2014,-120.57506827223423,38.78751964407535,Shrub,Herb
717,0.034,31.387,35.921,142,7196,0,31,93,994,0,King_2014,-120.58398653289849,38.81339474988906,Shrub,Shrub
877,0.034,31.387,35.921,122,7196,0,12,160,1348,0,King_2014,-120.59291112357225,38.83926927980042,Grass-Shrub,Shrub
958,0.018,31.202,35.223,142,7195,0,10,275,1434,0,King_2014,-120.60184205083972,38.86514323855077,Shrub,Herb
-412,0.0,31.743,36.541,186,7028,35,3,252,1344,0,King_2014,-120.61077932129393,38.89101663088593,Timber Litter,Tree
-4,0.0,31.701,36.373,165,7028,55,9,277,1394,0,King_2014,-120.61972294153695,38.91688946155618,Timber-Understory,Tree
11,0.0,31.791,36.793,165,7028,65,37,4,897,0,King_2014,-120.62867291817975,38.94276173531627,Timber-Understory,Tree
833,0.0,31.791,36.793,142,7192,65,8,355,1302,1,King_2014,-120.63762925784214,38.96863345692545,Shrub,Shrub
-29,0.0,32.676,38.773,186,7027,45,14,116,1146,0,King_2014,-120.64659196715304,38.99450463114736,Timber Litter,Tree
-15,0.0,32.676,38.773,165,7030,65,36,317,655,0,King_2014,-120.6555610527503,39.02037526275022,Timber-Understory,Tree
-34,0.0,33.004,39.837,165,7027,65,25,307,943,0,King_2014,-120.66453652128075,39.04624535650673,Timber-Understory,Tree
56,0.0,32.31,38.098,165,7030,65,14,181,724,0,King_2014,-120.67351837940022,39.072114917194284,Timber-Understory,Tree
-447,0.105,32.88,40.176,165,7114,45,6,158,1111,1,King_2014,-120.52356649791588,38.7426027077225,Timber-Understory,Tree
63,0.105,32.88,40.176,165,7261,55,20,226,954,1,King_2014,-120.53246100858709,38.7684814173075,Timber-Understory,Tree
73,0.429,32.246,38.391,183,9129,65,2,-1,1201,0,King_2014,-120.54136182942848,38.794359544621614,Timber Litter,Tree
128,0.295,32.281,38.478,165,7197,55,37,348,1122,0,King_2014,-120.55026896700122,38.82023709440209,Timber-Understory,Tree
998,0.295,32.281,38.478,142,7195,0,15,95,1414,0,King_2014,-120.55918242787527,38.84611407139062,Shrub,Herb
1099,0.018,31.202,35.223,142,7195,15,3,269,1395,0,King_2014,-120.56810221862956,38.8719904803333,Shrub,Herb
360,0.0,32.746,39.538,183,9301,35,7,193,1301,0,King_2014,-120.5770283458519,38.89786632598072,Timber Litter,Herb
148,0.0,32.746,39.538,165,7030,45,3,281,745,1,King_2014,-120.58596081613896,38.92374161308797,Timber-Understory,Tree
31,0.0,31.047,34.995,165,7028,65,8,352,1354,0,King_2014,-120.59489963609641,38.94961634641438,Timber-Understory,Tree
-19,0.0,31.047,34.995,165,7028,75,20,89,1216,1,King_2014,-120.60384481233886,38.97549053072404,Timber-Understory,Tree
287,0.0,31.323,35.362,186,7028,35,22,206,1357,1,King_2014,-120.61279635148983,39.00136417078536,Timber Litter,Tree
-49,0.0,32.338,38.278,165,7027,65,22,28,1024,1,King_2014,-120.62175426018189,39.0272372713714,Timber-Understory,Tree
-7,0.0,32.338,38.278,165,7028,65,12,305,1323,0,King_2014,-120.63071854505651,39.0531098372596,Timber-Understory,Tree
-42,0.0,30.979,34.697,165,7028,75,9,266,1393,0,King_2014,-120.6396892127642,39.07898187323203,Timber-Understory,Tree
-126,0.575,32.799,39.983,183,9129,55,2,-1,1234,1,King_2014,-120.48987597757343,38.74942855968538,Timber Litter,Tree
637,0.669,31.433,36.395,122,7114,25,12,191,1116,1,King_2014,-120.4987593720013,38.77530970459158,Grass-Shrub,Tree
885,0.669,31.433,36.395,122,7196,0,8,157,1407,0,King_2014,-120.50764906989289,38.80119027032556,Grass-Shrub,Shrub
541,0.459,30.723,34.653,165,7197,25,16,209,1342,0,King_2014,-120.51654507780407,38.82707026162923,Timber-Understory,Tree
264,0.295,32.281,38.478,165,7028,55,47,295,1122,0,King_2014,-120.52544740229953,38.85294968324898,Timber-Understory,Tree
130,0.238,30.491,33.598,165,7028,65,17,305,1422,0,King_2014,-120.53435604995288,38.878828539935725,Timber-Understory,Tree
612,0.018,31.953,37.644,142,7195,0,2,-1,1430,0,King_2014,-120.54327102734655,38.90470683644468,Shrub,Herb
874,0.018,31.953,37.644,142,7195,0,7,113,1285,1,King_2014,-120.55219234107204,38.93058457753564,Shrub,Herb
216,0.0,29.859,32.141,165,7028,65,1,-1,1436,1,King_2014,-120.56111999772962,38.956461767972804,Timber-Understory,Tree
-16,0.0,30.911,34.78,165,7028,75,25,258,1326,1,King_2014,-120.57005400392859,38.98233841252495,Timber-Understory,Tree
-13,0.0,30.911,34.78,165,7028,75,5,160,1481,1,King_2014,-120.57899436628708,39.00821451596527,Timber-Understory,Tree
16,0.0,30.542,34.107,186,7028,45,41,205,1224,1,King_2014,-120.58794109143238,39.03409008307152,Timber Litter,Tree
-93,0.0,30.542,34.107,165,7028,55,10,289,1486,1,King_2014,-120.59689418600063,39.05996511862611,Timber-Understory,Tree
-24,0.0,30.979,34.697,165,7028,55,13,300,1496,0,King_2014,-120.60585365663705,39.0858396274158,Timber-Understory,Tree
-10,0.784,31.961,38.019,165,7028,55,18,260,1363,1,King_2014,-120.4561791603157,38.75624523919674,Timber-Understory,Tree
-7,0.716,31.34,36.409,186,7027,45,18,132,1138,1,King_2014,-120.46505143195323,38.7821288169815,Timber Litter,Tree
53,0.716,31.34,36.409,122,7028,25,14,184,1441,0,King_2014,-120.47393000033918,38.80801181869026,Grass-Shrub,Tree
259,0.459,30.723,34.653,165,7028,45,4,298,1483,0,King_2014,-120.4828148720241,38.833894249069616,Timber-Understory,Tree
-162,0.423,29.367,31.393,186,7098,15,5,214,1625,0,King_2014,-120.49170605356737,38.859776112870776,Timber Litter,Shrub
143,0.423,29.367,31.393,165,7028,55,8,329,1642,0,King_2014,-120.5006035515373,38.885657414849234,Timber-Understory,Tree
656,0.203,30.169,33.191,122,7192,0,3,158,1504,0,King_2014,-120.50950737251098,38.91153815976498,Grass-Shrub,Shrub
840,0.203,30.169,33.191,142,7195,0,21,99,1243,1,King_2014,-120.51841752307452,38.937418352382515,Shrub,Herb
716,0.0,29.859,32.141,186,7196,25,2,-1,1535,1,King_2014,-120.52733400982295,38.96329799747085,Timber Litter,Shrub
2,0.0,30.727,34.742,165,7028,55,4,157,1543,1,King_2014,-120.53625683936015,38.98917709980342,Timber-Understory,Tree
-44,0.0,30.727,34.742,186,7028,45,24,142,1535,1,King_2014,-120.54518601829903,39.01505566415834,Timber Litter,Tree
-53,0.0,30.652,34.642,165,7028,55,21,111,1484,1,King_2014,-120.55412155326145,39.04093369531801,Timber-Understory,Tree
-25,0.0,29.415,31.712,165,7028,45,12,19,1639,1,King_2014,-120.56306345087816,39.06681119806964,Timber-Understory,Tree
-45,0.0,29.415,31.712,165,7028,55,12,346,1652,1,King_2014,-120.57201171778908,39.092688177204884,Timber-Understory,Tree
-10,0.835,31.721,37.587,165,7028,75,16,258,1270,1,King_2014,-120.42247605285272,38.76305274376922,Timber-Understory,Tree
59,0.949,30.611,34.791,186,7028,45,11,124,1430,0,King_2014,-120.4313371951582,38.788938751985974,Timber Litter,Tree
-88,0.602,30.136,33.579,165,7028,65,24,273,1491,0,King_2014,-120.44020462748797,38.81482418722054,Timber-Understory,Tree
-117,0.602,30.136,33.579,186,7028,35,1,-1,1516,0,King_2014,-120.44907835638729,38.8407090542242,Timber Litter,Tree
-236,0.609,29.853,33.127,186,7028,25,9,121,1433,0,King_2014,-120.4579583884101,38.86659335775289,Timber Litter,Tree
-43,0.609,29.853,33.127,186,7028,45,16,81,1720,0,King_2014,-120.4668447301194,38.89247710256684,Timber Litter,Tree
-166,0.555,28.314,29.423,186,7028,45,10,221,1563,0,King_2014,-120.47573738808701,38.91836029343069,Timber Litter,Tree
950,0.0,30.797,35.043,142,7196,0,31,273,1304,1,King_2014,-120.48463636889366,38.94424293511367,Shrub,Shrub
923,0.0,30.797,35.043,142,7195,0,21,151,1432,1,King_2014,-120.49354167912898,38.97012503238958,Shrub,Herb
1098,0.0,28.989,30.802,142,7195,0,4,294,1630,1,King_2014,-120.5024533253916,38.99600659003664,Shrub,Herb
39,0.0,30.009,33.396,165,7028,65,20,325,1274,1,King_2014,-120.511371314289,39.02188761283765,Timber-Understory,Tree
-349,0.0,30.009,33.396,186,7028,45,16,325,1509,0,King_2014,-120.52029565243762,39.047768105579884,Timber Litter,Tree
-239,0.0,29.105,31.346,165,7028,75,19,291,1482,1,King_2014,-120.52922634646302,39.07364807305527,Timber-Understory,Tree
-89,0.0,29.105,31.346,165,7028,45,12,123,1806,1,King_2014,-120.53816340299963,39.099527520060334,Timber-Understory,Tree
131,1.248,31.378,36.794,186,7027,45,20,34,1132,1,King_2014,-120.38876666190325,38.76985107091729,Timber Litter,Tree
-50,0.949,30.611,34.791,165,7028,55,9,230,1577,0,King_2014,-120.39761666834036,38.79573950711553,Timber-Understory,Tree
-101,1.251,29.003,31.141,186,7028,45,15,189,1737,0,King_2014,-120.4064729580688,38.821627373422984,Timber Litter,Tree
-40,1.251,29.003,31.141,186,7028,45,15,250,1712,0,King_2014,-120.41533553762837,38.84751467459561,Timber Litter,Tree
-729,1.1,30.143,34.0,98,7292,0,0,-1,1477,0,King_2014,-120.42420441356781,38.873401415394035,Non-Burnable,Water
58,1.107,27.72,28.793,186,7028,15,4,246,1549,0,King_2014,-120.4330795924447,38.8992876005832,Timber Litter,Tree
-578,0.555,28.314,29.423,122,7192,0,19,112,1791,0,King_2014,-120.44196108082548,38.92517323493249,Grass-Shrub,Shrub
440,0.0,30.16,33.789,165,7197,35,33,19,1499,0,King_2014,-120.45084888528557,38.951058323215875,Timber-Understory,Tree
1033,0.0,30.16,33.789,142,7195,0,37,317,1210,1,King_2014,-120.45974301240926,38.97694287021186,Shrub,Herb
783,0.1,30.176,33.963,142,7195,0,23,110,1635,1,King_2014,-120.46864346878971,39.002826880703424,Shrub,Herb
215,0.002,29.053,31.364,165,7028,65,17,334,1603,1,King_2014,-120.47755026102911,39.02871035947812,Timber-Understory,Tree
-25,0.0,30.009,33.396,186,7028,25,26,73,1661,0,King_2014,-120.48646339573858,39.05459331132802,Timber Litter,Tree
-35,0.0,29.273,31.782,186,7028,35,24,306,1573,0,King_2014,-120.49538287953817,39.08047574104989,Timber Litter,Tree
-56,0.0,28.392,30.198,186,7028,35,18,280,1697,1,King_2014,-120.50430871905698,39.106357653445016,Timber Litter,Tree
-477,1.448,29.899,33.116,102,7105,15,10,137,1476,1,King_2014,-120.355050994195,38.77664021815711,Grass,Shrub
115,1.448,29.899,33.116,122,7098,0,6,24,1722,0,King_2014,-120.36388985823277,38.802531079882485,Grass-Shrub,Shrub
-16,2.34,29.424,32.377,186,7028,45,8,263,1666,0,King_2014,-120.37273499881994,38.82842137480595,Timber Litter,Tree
468,2.165,29.955,33.608,98,7292,0,0,-1,1477,0,King_2014,-120.3815864224911,38.854311107688254,Non-Burnable,Water
-22,2.165,29.955,33.608,98,7292,0,0,-1,1477,0,King_2014,-120.39044413578955,38.88020028329474,Non-Burnable,Water
-37,1.107,27.72,28.793,186,7028,45,14,215,1744,0,King_2014,-120.39930814526751,38.9060889063949,Timber Litter,Tree
-121,1.107,27.72,28.793,186,7032,45,13,7,1915,0,King_2014,-120.40817845748616,38.931976981763,Timber Litter,Tree
12,0.0,29.022,31.609,165,7028,55,14,195,1529,0,King_2014,-120.41705507901541,38.95786451417768,Timber-Understory,Tree
250,2.07,27.84,29.031,165,7028,45,20,299,1715,0,King_2014,-120.42593801643422,38.983751508422216,Timber-Understory,Tree
1098,2.07,27.84,29.031,142,7196,0,25,317,1517,1,King_2014,-120.4348272763304,39.00963796928434,Shrub,Shrub
936,0.002,29.053,31.364,142,7195,0,15,130,1496,0,King_2014,-120.44372286530069,39.03552390155632,Shrub,Herb
380,0.002,29.053,31.364,165,7028,35,2,-1,1464,0,King_2014,-120.45262478995089,39.06140931003507,Timber-Understory,Tree
-99,0.0,27.66,28.544,102,9301,0,17,147,1836,1,King_2014,-120.46153305689562,39.08729419952213,Grass,Herb
109,0.0,27.769,28.804,98,7292,0,6,72,1599,1,King_2014,-120.47044767275858,39.11317857482355,Non-Burnable,Water
-22,2.771,28.461,30.031,102,7098,0,27,121,1808,0,King_2014,-120.32132905646448,38.78342018300667,Grass,Shrub
-23,2.771,28.461,30.031,165,7028,45,7,47,1726,0,King_2014,-120.33015677157715,38.80931346780081,Timber-Understory,Tree
67,3.152,28.896,31.33,165,7028,45,14,271,1706,0,King_2014,-120.3389907564886,38.83520618887951,Timber-Understory,Tree
-7,2.767,29.087,32.091,186,7028,45,7,32,1594,0,King_2014,-120.34783101772797,38.8610983510083,Timber Litter,Tree
-33,2.165,29.955,33.608,165,7028,55,17,149,1592,0,King_2014,-120.35667756183324,38.88698995895705,Timber-Understory,Tree
-128,0.707,28.135,30.082,186,7028,45,9,122,1717,0,King_2014,-120.36553039535121,38.91288101750022,Timber Litter,Tree
-80,0.084,28.424,30.706,186,7028,35,2,-1,1649,0,King_2014,-120.37438952483767,38.9387715314165,Timber Litter,Tree
22,0.084,28.424,30.706,186,7027,45,5,297,1661,0,King_2014,-120.38325495685719,38.96466150548947,Timber Litter,Tree
2,3.306,27.455,28.637,165,7028,55,4,140,1704,0,King_2014,-120.39212669798329,38.9905509445071,Timber-Understory,Tree
-45,2.07,27.84,29.031,183,9129,55,3,331,1810,0,King_2014,-120.40100475479842,39.01643985326188,Timber Litter,Tree
80,2.743,29.432,32.623,165,7028,65,25,302,1524,0,King_2014,-120.40988913389391,39.04232823655073,Timber-Understory,Tree
236,0.905,28.082,29.432,186,7105,45,34,120,1623,0,King_2014,-120.41877984187012,39.06821609917547,Timber Litter,Shrub
511,0.905,28.082,29.432,122,7197,15,7,8,2017,1,King_2014,-120.42767688533634,39.09410344594235,Grass-Shrub,Tree
-174,0.428,28.293,29.899,98,7292,0,2,-1,1598,1,King_2014,-120.43658027091077,39.11999028166228,Non-Burnable,Water
-286,3.598,28.483,30.433,102,7029,15,26,214,1883,0,King_2014,-120.28760085545693,38.79019096298569,Grass,Tree
-13,5.054,27.349,28.21,184,7032,35,14,230,1973,0,King_2014,-120.29641741512424,38.81608666838633,Timber Litter,Tree
-30,5.054,27.349,28.21,186,7028,45,5,95,1791,0,King_2014,-120.30524023783084,38.84198181315556,Timber Litter,Tree
-106,2.767,29.087,32.091,165,7030,35,5,229,1686,0,King_2014,-120.31406933010044,38.86787640206365,Timber-Understory,Tree
-65,2.767,29.087,32.091,165,7028,55,24,333,1757,0,King_2014,-120.32290469846566,38.89377043988509,Timber-Understory,Tree
-100,1.589,27.059,28.422,186,7028,35,25,187,1900,0,King_2014,-120.33174634946793,38.9196639313991,Timber Litter,Tree
-1,4.459,26.887,28.096,186,7028,35,7,290,1904,0,King_2014,-120.34059428965762,38.945556881389166,Timber Litter,Tree
-26,4.459,26.887,28.096,165,7028,55,15,319,1883,0,King_2014,-120.34944852559389,38.97144929464347,Timber-Understory,Tree
-56,3.306,27.455,28.637,186,7028,35,28,247,1803,0,King_2014,-120.35830906384486,38.99734117595472,Timber Litter,Tree
-48,3.11,25.438,24.395,187,7032,65,11,236,1907,0,King_2014,-120.36717591098754,39.02323253012015,Timber Litter,Tree
-168,3.11,25.438,24.395,122,7098,0,16,129,2193,0,King_2014,-120.37604907360793,39.049123361941554,Grass-Shrub,Shrub
-18,3.152,29.076,32.097,165,7028,65,36,324,1628,0,King_2014,-120.3849285583009,39.07501367622541,Timber-Understory,Tree
-9,3.152,29.076,32.097,187,7032,65,19,149,1910,1,King_2014,-120.39381437167029,39.10090347778287,Timber Litter,Tree
373,0.428,28.293,29.899,165,7028,55,18,318,1740,1,King_2014,-120.40270652032898,39.12679277142958,Timber-Understory,Tree
0,4.954,27.798,29.305,184,7032,45,2,-1,2133,0,King_2014,-120.25386639792649,38.79695255561568,Timber Litter,Tree
0,7.517,25.959,25.961,122,7032,25,4,75,2074,0,King_2014,-120.26267179563352,38.82285067915657,Grass-Shrub,Tree
0,5.054,27.349,28.21,122,7032,35,12,302,1914,0,King_2014,-120.27148344961151,38.84874824514777,Grass-Shrub,Tree
0,4.259,26.563,27.47,184,7032,45,6,265,2002,0,King_2014,-120.28030136637878,38.874645258364055,Timber Litter,Tree
0,4.287,25.763,26.411,122,7028,35,34,235,2183,0,King_2014,-120.2891255524625,38.9005417235847,Grass-Shrub,Tree
0,4.287,25.763,26.411,184,7032,45,1,-1,1953,0,King_2014,-120.29795601439874,38.92643764559353,Timber Litter,Tree
0,5.285,24.713,23.963,184,7032,45,4,273,2079,0,King_2014,-120.30679275873244,38.95233302917884,Timber Litter,Tree
0,4.459,26.887,28.096,184,7032,45,2,-1,1956,0,King_2014,-120.31563579201733,38.97822787913344,Timber Litter,Tree
0,4.892,26.293,26.634,99,9213,0,11,293,1926,0,King_2014,-120.32448512081616,39.004122200254876,Non-Burnable,Sparse
0,3.936,25.063,23.465,184,7032,45,18,225,2231,0,King_2014,-120.33334075170049,39.03001599734514,Timber Litter,Tree
0,3.936,25.063,23.465,122,7098,35,41,95,2099,0,King_2014,-120.34220269125086,39.05590927521074,Grass-Shrub,Shrub
0,4.078,28.464,30.694,99,9213,0,14,203,1412,0,King_2014,-120.35107094605671,39.08180203866293,Non-Burnable,Sparse
0,3.467,26.057,25.256,187,7032,55,32,294,1977,1,King_2014,-120.35994552271649,39.10769429251764,Timber Litter,Tree
0,3.467,26.057,25.256,121,7193,35,23,271,2084,1,King_2014,-120.36882642783756,39.133586041595336,Grass-Shrub,Tree
-93,0.355,28.7262,31.752998,122,7032,25,4,310,1621,1,McKinney_2022,-122.94788076085463,41.69796921750252,Grass-Shrub,Tree
-16,0.355,28.7262,31.752998,188,7028,45,14,70,1213,0,McKinney_2022,-122.95804323092659,41.723708103392624,Timber Litter,Tree
-101,0.0,31.809599,39.3952,147,7105,0,20,205,938,1,McKinney_2022,-122.96821316181061,41.749446898139375,Shrub,Shrub
34,0.0,29.472599,33.3031,165,7043,55,29,140,1007,0,McKinney_2022,-122.97839056149263,41.775185606938344,Timber-Understory,Tree
-32,0.0,31.8536,39.0179,165,7043,55,21,223,784,0,McKinney_2022,-122.98857543796957,41.8009242349916,Timber-Understory,Tree
-87,0.0,32.8867,41.594997,147,7105,0,16,167,562,0,McKinney_2022,-122.99876779924946,41.82666278750752,Shrub,Shrub
-32768,0.0,32.8867,41.594997,142,7195,0,28,90,691,1,McKinney_2022,-123.00896765335142,41.8524012697006,Shrub,Herb
-32768,0.22129999,29.1593,32.2286,121,7901,65,19,278,1130,0,McKinney_2022,-123.01917500830562,41.8781396867918,Grass-Shrub,Tree
-32768,0.8795,26.8862,27.392399,121,7901,0,25,169,1172,0,McKinney_2022,-123.02938987215337,41.90387804400841,Grass-Shrub,Tree
-27,0.9935,27.374699,28.9727,121,7193,25,15,208,1571,1,McKinney_2022,-122.91301706665102,41.705465255464055,Grass-Shrub,Tree
-111,0.0072,30.5534,36.2584,165,7030,45,15,244,1203,1,McKinney_2022,-122.92316782788306,41.731207098995895,Timber-Understory,Tree
-150,0.0072,30.5534,36.2584,189,7261,65,25,116,839,0,McKinney_2022,-122.93332604292533,41.75694885525457,Timber Litter,Tree
1021,0.0,29.472599,33.3031,165,7028,65,22,70,1523,0,McKinney_2022,-122.94349171975863,41.78269052944233,Timber-Understory,Tree
818,0.0,29.472599,33.3031,165,7043,75,31,60,812,0,McKinney_2022,-122.9536648663747,41.808432126767606,Timber-Understory,Tree
-173,0.0,32.5117,40.781597,122,7196,0,25,118,637,0,McKinney_2022,-122.96384549077644,41.834173652445116,Grass-Shrub,Shrub
-126,0.3387,27.105598,28.2305,142,7196,0,16,263,1139,0,McKinney_2022,-122.97403360097769,41.85991511169612,Shrub,Shrub
-90,0.22129999,29.1593,32.2286,122,7195,0,29,129,1069,0,McKinney_2022,-122.9842292050036,41.88565650974797,Grass-Shrub,Herb
-32768,0.95699996,24.3986,23.5892,185,7032,45,12,262,1678,0,McKinney_2022,-122.99443231089029,41.911397851834415,Timber Litter,Tree
