severity,ppt,tmax,vpdmax,fuel_model,vegetation_type,canopy_cover,slope_deg,aspect_deg,elevation_m,treated,fire,x,y,fuel_model_group,vegetation_type_group
759,0.0,39.012,59.879,183,7195,25,19,106,521,1,Carr_2018,-122.50797042373087,40.58953483527471,Timber Litter,Herb
775,0.0,39.242,60.622,147,7105,0,15,203,457,1,Carr_2018,-122.51781570145553,40.61528321001524,Shrub,Shrub
865,0.0,39.247,61.185,122,7260,45,17,295,646,1,Carr_2018,-122.52766810412223,40.641031276080085,Grass-Shrub,Tree
834,0.0,35.921,50.258,165,7027,45,32,252,753,0,Carr_2018,-122.53752763925623,40.666779038416074,Timber-Understory,Tree
763,0.0,33.71,43.515,102,9301,0,27,161,855,0,Carr_2018,-122.54739431439286,40.69252650197553,Grass,Herb
438,0.0,33.71,43.515,147,7105,0,32,218,1138,0,Carr_2018,-122.55726813707795,40.718273671716176,Shrub,Shrub
832,0.0,34.974,47.175,165,7030,75,35,308,743,0,Carr_2018,-122.56714911486758,40.74402055260128,Timber-Understory,Tree
705,0.0,34.974,47.175,189,7260,65,29,217,707,1,Carr_2018,-122.57703725532811,40.76976714959929,Timber Litter,Tree
143,0.0,33.185,41.291,165,7043,65,25,242,930,1,Carr_2018,-122.58693256603634,40.79551346768433,Timber-Understory,Tree
845,0.0,33.196,41.541,165,7030,55,24,175,749,1,Carr_2018,-122.5968350545794,40.82125951183589,Timber-Understory,Tree
483,0.0,33.294,41.976,165,7030,55,27,182,704,1,Carr_2018,-122.60674472855482,40.84700528703903,Timber-Understory,Tree
487,0.0,31.398,36.364,188,7028,45,16,174,1316,0,Carr_2018,-122.6166615955705,40.872750798284365,Timber Litter,Tree
-48,0.006,32.549,39.63,165,7043,55,35,41,948,0,Carr_2018,-122.6265856632448,40.89849605056788,Timber-Understory,Tree
62,0.006,32.549,39.63,165,7043,45,24,328,1082,0,Carr_2018,-122.6365169392065,40.92424104889129,Timber-Understory,Tree
0,0.131,35.613,49.341,165,7027,65,14,196,912,0,Carr_2018,-122.64645543109488,40.949985798261835,Timber-Understory,Tree
-74,0.0,39.112,60.009,188,9129,25,2,-1,146,1,Carr_2018,-122.43433893793095,40.493896752464536,Timber Litter,Tree
106,0.0,39.052,59.738,147,7105,0,8,64,207,1,Carr_2018,-122.44414440443408,40.51964919290761,Shrub,Shrub
144,0.0,38.843,58.959,162,7265,45,8,269,258,1,Carr_2018,-122.4539569591162,40.54540130852427,Timber-Understory,Tree
581,0.0,39.229,60.328,142,7922,45,8,298,258,1,Carr_2018,-122.4637766094565,40.571153104245795,Shrub,Tree
760,0.0,39.229,60.328,147,7105,0,7,146,235,1,Carr_2018,-122.47360336294433,40.596904585008886,Shrub,Shrub
870,0.0,39.242,60.622,147,7105,0,8,220,382,1,Carr_2018,-122.48343722707938,40.62265575575552,Shrub,Shrub
701,0.0,36.997,53.569,147,7105,0,23,168,488,1,Carr_2018,-122.49327820937154,40.64840662143295,Shrub,Shrub
499,0.0,36.997,53.569,147,7196,0,28,228,755,0,Carr_2018,-122.50312631734087,40.67415718699395,Shrub,Shrub
-8,0.0,34.493,45.987,102,7029,35,26,138,882,0,Carr_2018,-122.51298155851784,40.699907457396634,Grass,Tree
725,0.0,33.71,43.515,165,7027,45,23,71,956,0,Carr_2018,-122.52284394044315,40.72565743760456,Timber-Understory,Tree
370,0.0,33.336,42.089,147,7098,0,30,171,1343,0,Carr_2018,-122.53271347066787,40.75140713258667,Shrub,Shrub
686,0.0,32.965,40.484,122,7261,65,27,342,637,0,Carr_2018,-122.5425901567533,40.77715654731743,Grass-Shrub,Tree
719,0.0,32.965,40.484,165,7043,65,24,350,963,0,Carr_2018,-122.55247400627127,40.802905686776676,Timber-Understory,Tree
675,0.003,32.106,38.098,147,7098,0,29,204,1343,0,Carr_2018,-122.56236502680375,40.8286545559499,Shrub,Shrub
1010,0.0,33.367,42.416,165,7027,75,26,234,878,0,Carr_2018,-122.5722632259433,40.85440315982791,Timber-Understory,Tree
978,0.0,33.367,42.416,183,7043,85,21,296,813,0,Carr_2018,-122.58216861129272,40.8801515034073,Timber Litter,Tree
608,0.118,32.668,40.351,165,7028,75,21,348,1314,0,Carr_2018,-122.59208119046535,40.90589959168994,Timber-Understory,Tree
3,0.118,32.668,40.351,165,7028,75,22,302,1139,0,Carr_2018,-122.60200097108492,40.93164742968353,Timber-Understory,Tree
0,1.477,33.702,43.445,188,7029,45,14,240,1213,1,Carr_2018,-122.6119279607856,40.957395022401236,Timber Litter,Tree
-19,0.0,39.112,60.009,189,7261,65,13,267,182,1,Carr_2018,-122.40001038304497,40.5012460875125,Timber Litter,Tree
111,0.0,38.977,59.405,122,7114,45,7,274,175,1,Carr_2018,-122.40980445557928,40.52700130712177,Grass-Shrub,Tree
35,0.0,38.977,59.405,162,7265,45,20,350,204,1,Carr_2018,-122.41960560951746,40.552756205486055,Timber-Understory,Tree
26,0.0,38.948,59.129,91,7299,0,7,109,232,1,Carr_2018,-122.42941385233368,40.57851078754242,Non-Burnable,Developed
836,0.0,39.309,60.521,122,7923,0,13,290,198,1,Carr_2018,-122.43922919151231,40.60426505823316,Grass-Shrub,Shrub
11,0.0,39.309,60.521,98,7292,0,2,-1,177,1,Carr_2018,-122.44905163454791,40.63001902250601,Non-Burnable,Water
-9,0.0,39.032,59.442,147,7105,0,10,123,290,0,Carr_2018,-122.45888118894533,40.655772685314155,Shrub,Shrub
-11,0.0,39.032,59.442,121,9337,0,12,147,330,0,Carr_2018,-122.46871786221963,40.681526051616,Grass-Shrub,Shrub
-1,0.0,38.688,58.888,122,7030,45,25,208,673,0,Carr_2018,-122.47856166189621,40.70727912637552,Grass-Shrub,Tree
146,0.0,34.789,46.558,165,7197,45,25,329,610,0,Carr_2018,-122.4884125955107,40.73303191456201,Timber-Understory,Tree
11,0.0,34.789,46.558,165,7030,65,29,70,765,0,Carr_2018,-122.49827067060913,40.75878442115029,Timber-Understory,Tree
740,0.0,32.992,40.95,165,7030,65,18,242,972,0,Carr_2018,-122.50813589474781,40.78453665112067,Timber-Understory,Tree
287,0.0,32.992,40.95,165,7030,55,28,160,665,0,Carr_2018,-122.51800827549336,40.81028860945878,Timber-Understory,Tree
630,0.003,32.106,38.098,165,7043,65,23,65,968,0,Carr_2018,-122.5278878204228,40.836040301156025,Timber-Understory,Tree
808,0.377,32.844,40.76,188,7028,55,27,285,1391,0,Carr_2018,-122.5377745371236,40.861791731209195,Timber Litter,Tree
649,0.377,32.844,40.76,165,7043,65,18,343,1047,0,Carr_2018,-122.54766843319351,40.887542904620545,Timber-Understory,Tree
439,0.338,33.332,42.446,165,7028,75,26,139,1308,0,Carr_2018,-122.55756951624073,40.913293826398125,Timber-Understory,Tree
584,1.489,32.03,38.754,165,7028,65,12,151,1180,0,Carr_2018,-122.56747779388394,40.93904450155539,Timber-Understory,Tree
0,1.489,32.03,38.754,189,7027,55,32,152,1201,0,Carr_2018,-122.5773932737523,40.96479493511136,Timber Litter,Tree
58,0.0,39.246,60.839,122,7662,65,0,-1,129,1,Carr_2018,-122.36567475422072,40.50858615307178,Grass-Shrub,Herb
41,0.0,39.242,60.548,91,7297,0,1,-1,144,1,Carr_2018,-122.37545742532227,40.53434414937193,Non-Burnable,Developed
97,0.0,39.242,60.548,121,7904,0,0,-1,147,1,Carr_2018,-122.3852471710424,40.560101828006246,Grass-Shrub,Shrub
320,0.0,38.85,58.698,91,7297,0,1,-1,172,1,Carr_2018,-122.39504399885023,40.585859193917514,Non-Burnable,Developed
91,0.0,38.816,58.672,147,7105,0,9,97,209,0,Carr_2018,-122.40484791622501,40.611616252053814,Shrub,Shrub
50,0.0,38.816,58.672,122,7260,55,8,89,270,1,Carr_2018,-122.41465893065632,40.63737300736867,Grass-Shrub,Tree
87,0.0,38.489,57.186,122,7260,45,20,70,348,1,Carr_2018,-122.42447704964388,40.66312946482088,Grass-Shrub,Tree
155,0.0,38.683,58.36,122,7261,55,26,6,398,1,Carr_2018,-122.43430228069779,40.68888562937484,Grass-Shrub,Tree
-1,0.0,38.688,58.888,122,7265,45,18,69,292,1,Carr_2018,-122.44413463133833,40.714641506000056,Grass-Shrub,Tree
401,0.0,36.201,50.781,147,7105,0,29,136,384,0,Carr_2018,-122.45397410909605,40.74039709967184,Shrub,Shrub
736,0.0,36.201,50.781,165,7043,75,25,333,994,0,Carr_2018,-122.4638207215119,40.76615241537085,Timber-Understory,Tree
364,0.0,34.491,45.588,165,7043,65,34,300,1046,0,Carr_2018,-122.47367447613712,40.79190745808298,Timber-Understory,Tree
168,0.024,35.491,48.739,165,7043,45,30,46,692,0,Carr_2018,-122.48353538053327,40.81766223280005,Timber-Understory,Tree
231,0.024,35.491,48.739,165,7030,65,27,49,713,0,Carr_2018,-122.4934034422723,40.843416744519125,Timber-Understory,Tree
630,1.094,35.274,48.206,165,7043,75,34,17,698,0,Carr_2018,-122.50327866893652,40.86917099824286,Timber-Understory,Tree
716,1.094,35.274,48.206,122,7030,35,26,78,1094,0,Carr_2018,-122.51316106811868,40.894924998979626,Grass-Shrub,Tree
41,0.338,33.332,42.446,165,7030,65,25,141,846,0,Carr_2018,-122.52305064742187,40.920678751743054,Timber-Understory,Tree
68,0.898,31.239,36.52,165,7028,75,30,108,1258,0,Carr_2018,-122.53294741445964,40.94643226155276,Timber-Understory,Tree
0,0.898,31.239,36.52,165,7028,55,30,322,1287,0,Carr_2018,-122.54285137685605,40.972185533433745,Timber-Understory,Tree
36,0.0,39.362,61.707,102,7987,0,0,-1,137,0,Carr_2018,-122.3313320582385,40.51591694626873,Grass,Herb
112,0.0,39.267,61.057,101,7913,0,1,-1,144,1,Carr_2018,-122.3411033204484,40.5416777167798,Grass,Herb
174,0.0,38.566,57.643,91,7296,0,1,-1,166,1,Carr_2018,-122.35088165048137,40.56743817320194,Non-Burnable,Developed
38,0.0,38.85,58.698,91,7299,0,2,-1,193,1,Carr_2018,-122.36066705580144,40.59319832048374,Non-Burnable,Developed
205,0.0,38.346,56.675,91,7298,0,3,127,214,0,Carr_2018,-122.3704595438829,40.618958163578924,Non-Burnable,Developed
98,0.0,38.346,56.675,183,9129,45,4,159,208,1,Carr_2018,-122.38025912221015,40.64471770744684,Timber Litter,Tree
71,0.0,38.342,56.42,189,7261,65,2,-1,243,1,Carr_2018,-122.3900657982779,40.670476957052045,Timber Litter,Tree
17,0.0,38.683,58.36,122,7261,45,15,211,308,1,Carr_2018,-122.3998795795911,40.69623591736455,Grass-Shrub,Tree
-723,0.0,38.683,58.36,98,7292,0,0,-1,312,1,Carr_2018,-122.40970047366493,40.721994593359916,Non-Burnable,Water
-658,0.0,38.705,58.965,98,7292,0,8,134,312,1,Carr_2018,-122.41952848802498,40.74775299001911,Non-Burnable,Water
773,0.0,38.283,57.684,165,7030,55,26,99,629,1,Carr_2018,-122.42936363020704,40.77351111232856,Timber-Understory,Tree
142,0.0,34.491,45.588,122,7261,55,23,116,447,0,Carr_2018,-122.4392059077572,40.79926896528023,Grass-Shrub,Tree
167,0.024,36.885,53.089,165,7030,55,19,141,674,0,Carr_2018,-122.44905532823202,40.82502655387153,Timber-Understory,Tree
-41,0.024,36.885,53.089,165,7030,75,20,357,503,0,Carr_2018,-122.45891189919831,40.85078388310554,Timber-Understory,Tree
46,0.489,36.359,51.615,165,7030,65,27,287,539,0,Carr_2018,-122.46877562823327,40.87654095799075,Timber-Understory,Tree
19,0.448,36.414,51.796,165,7030,55,28,238,823,0,Carr_2018,-122.47864652292454,40.90229778354141,Timber-Understory,Tree
16,0.482,36.068,50.744,165,7030,75,16,31,526,0,Carr_2018,-122.48852459087011,40.92805436477716,Timber-Understory,Tree
773,1.04,33.936,44.244,165,7043,75,32,69,947,0,Carr_2018,-122.49840983967847,40.953810706723466,Timber-Understory,Tree
0,0.427,33.785,43.995,165,7043,55,27,42,822,0,Carr_2018,-122.5083022769685,40.9795668144112,Timber-Understory,Tree
12,0.0,39.188,60.937,102,7987,0,0,-1,154,1,Carr_2018,-122.29698230188869,40.52323846423121,Grass,Herb
-20,0.0,39.188,60.937,122,7948,0,1,-1,161,1,Carr_2018,-122.3067421477531,40.549002006468655,Grass-Shrub,
68,0.0,38.566,57.643,122,9629,0,1,-1,175,1,Carr_2018,-122.31650905463489,40.574765238191915,Grass-Shrub,Shrub
-15,0.0,38.566,57.643,121,7914,0,1,-1,199,0,Carr_2018,-122.32628302999305,40.60052816435516,Grass-Shrub,Shrub
-115,0.0,37.851,54.34,102,7924,0,1,-1,204,1,Carr_2018,-122.33606408129668,40.62629078991803,Grass,Herb
133,0.0,38.069,55.14,122,7265,35,2,-1,220,1,Carr_2018,-122.34585221602522,40.652053119845434,Grass-Shrub,Tree
1,0.0,38.342,56.42,91,7299,0,5,239,232,1,Carr_2018,-122.35564744166814,40.67781515910783,Non-Burnable,Developed
45,0.0,37.943,55.58,188,9129,65,4,31,285,1,Carr_2018,-122.36544976572543,40.70357691268098,Timber Litter,Tree
49,0.0,38.444,57.474,165,7030,75,15,264,500,0,Carr_2018,-122.37525919570714,40.72933838554617,Timber-Understory,Tree
-883,0.0,38.444,57.474,98,7292,0,0,-1,312,0,Carr_2018,-122.38507573913364,40.755099582690306,Non-Burnable,Water
-32768,0.0,38.599,58.263,98,7292,0,18,195,319,0,Carr_2018,-122.39489940353573,40.78086050910545,Non-Burnable,Water
80,0.0,38.283,57.684,122,7105,45,24,118,539,0,Carr_2018,-122.40473019645441,40.80662116978954,Grass-Shrub,Shrub
101,0.0,38.499,58.264,98,7292,0,11,149,313,0,Carr_2018,-122.41456812544104,40.83238156974584,Non-Burnable,Water
13,0.119,37.438,55.111,165,7030,0,27,227,484,0,Carr_2018,-122.42441319805735,40.85814171398324,Timber-Understory,Tree
42,0.119,37.438,55.111,189,7260,65,34,48,579,0,Carr_2018,-122.43426542187545,40.883901607516165,Timber Litter,Tree
-38,0.448,36.414,51.796,165,7030,45,29,123,1025,0,Carr_2018,-122.44412480447784,40.90966125536466,Timber-Understory,Tree
-38,0.448,36.414,51.796,165,7043,75,24,344,415,1,Carr_2018,-122.45399135345738,40.93542066255435,Timber-Understory,Tree
860,0.299,36.996,53.684,165,7030,55,22,210,895,0,Carr_2018,-122.46386507641739,40.96117983411668,Timber-Understory,Tree
0,0.0,34.735,46.753,165,7027,65,12,243,614,0,Carr_2018,-122.47374598097167,40.98693877508839,Timber-Understory,Tree
28,0.0,39.101,60.551,188,9129,35,2,-1,164,1,Carr_2018,-122.26262549197196,40.530550704088654,Timber Litter,Tree
113,0.0,39.188,60.937,122,7114,35,4,176,166,0,Carr_2018,-122.2723739140421,40.55631701556344,Grass-Shrub,Tree
131,0.0,38.545,57.592,165,7030,55,5,305,186,0,Carr_2018,-122.2821293903138,40.582083020096455,Timber-Understory,Tree
31,0.0,37.774,53.96,122,7105,0,3,277,193,0,Carr_2018,-122.29189192824086,40.60784872264764,Grass-Shrub,Shrub
-109,0.0,37.774,53.96,122,9301,0,0,-1,184,1,Carr_2018,-122.30166153528735,40.63361412818232,Grass-Shrub,Herb
118,0.0,37.947,54.519,122,7264,0,3,251,213,1,Carr_2018,-122.31143821892752,40.659379241671196,Grass-Shrub,Tree
114,0.0,38.069,55.14,122,7264,45,8,110,265,0,Carr_2018,-122.32122198664581,40.685144068090395,Grass-Shrub,Tree
-87,0.0,38.003,55.186,188,9129,45,1,-1,259,0,Carr_2018,-122.33101284593704,40.71090861242156,Timber Litter,Tree
19,0.0,38.02,55.597,184,7029,65,31,9,580,0,Carr_2018,-122.34081080430617,40.73667287965172,Timber Litter,Tree
60,0.0,38.02,55.597,188,7105,35,22,205,354,0,Carr_2018,-122.35061586926848,40.76243687477355,Timber Litter,Shrub
77,0.0,38.599,58.263,165,7030,65,29,307,488,1,Carr_2018,-122.36042804834958,40.78820060278511,Timber-Understory,Tree
-132,0.0,38.6,58.472,165,7030,45,26,217,336,0,Carr_2018,-122.37024734908537,40.81396406868995,Timber-Understory,Tree
44,0.0,38.6,58.472,165,7030,75,25,313,575,0,Carr_2018,-122.3800737790221,40.83972727749728,Timber-Understory,Tree
-555,0.0,38.66,58.99,98,7292,0,1,-1,312,0,Carr_2018,-122.38990734571635,40.865490234221866,Non-Burnable,Water
62,0.119,37.438,55.111,165,7030,65,20,278,355,0,Carr_2018,-122.3997480567351,40.891252943884034,Timber-Understory,Tree
235,0.253,37.517,55.361,188,7921,55,26,24,565,0,Carr_2018,-122.40959591965567,40.91701541150968,Timber Litter,Tree
677,0.0,37.475,55.19,122,7105,55,18,190,375,0,Carr_2018,-122.41945094206588,40.94277764213037,Grass-Shrub,Shrub
679,0.0,37.475,55.19,165,7043,75,17,290,458,1,Carr_2018,-122.4293131315638,40.96853964078334,Timber-Understory,Tree
0,0.0,34.735,46.753,165,7030,55,20,77,668,1,Carr_2018,-122.43918249575813,40.99430141251153,Timber-Understory,Tree
-35,0.0,33.681,41.6,165,7030,55,21,77,800,0,Dixie_2021,-121.42337897297296,39.68934649270741,Timber-Understory,Tree
-31,0.0,33.681,41.6,165,7030,65,29,276,441,0,Dixie_2021,-121.43271323083992,39.71516500655924,Timber-Understory,Tree
45,0.0,32.702,38.549,165,7028,75,14,351,867,0,Dixie_2021,-121.44205418081953,39.740983083514735,Timber-Understory,Tree
-33,0.0,32.702,38.549,165,7105,45,21,276,732,1,Dixie_2021,-121.45140182993045,39.766800728423874,Timber-Understory,Shrub
-40,0.0,32.726,38.813,122,7098,0,27,116,831,0,Dixie_2021,-121.46075618520094,39.79261794614134,Grass-Shrub,Shrub
-18,0.0,30.864,34.109,186,7197,0,32,268,834,0,Dixie_2021,-121.47011725366876,39.81843474152692,Timber Litter,Tree
-15,0.0,30.893,34.235,165,7028,55,7,268,1219,0,Dixie_2021,-121.4794850423813,39.84425111944528,Timber-Understory,Tree
-349,0.0,31.363,35.755,165,7028,75,15,322,1207,0,Dixie_2021,-121.48885955839555,39.87006708476607,Timber-Understory,Tree
-23,0.0,30.433,33.819,165,9301,25,18,137,1073,0,Dixie_2021,-121.49824080877805,39.89588264236388,Timber-Understory,Herb
14,0.0,30.433,33.819,165,7028,45,25,253,1200,0,Dixie_2021,-121.5076288006051,39.92169779711842,Timber-Understory,Tree
-109,0.0,29.273,31.305,165,7028,55,32,258,1222,0,Dixie_2021,-121.51702354096251,39.947512553914216,Timber-Understory,Tree
1,0.0,30.4,33.678,122,7028,35,20,95,1318,0,Dixie_2021,-121.52642503694581,39.97332691764111,Grass-Shrub,Tree
19,0.0,29.52,31.614,165,7028,55,19,76,1472,0,Dixie_2021,-121.53583329566028,39.99914089319379,Timber-Understory,Tree
-46,0.0,28.699,30.142,122,7027,35,23,194,1409,0,Dixie_2021,-121.5452483242208,40.0249544854721,Grass-Shrub,Tree
-15,0.0,28.699,30.142,186,7028,45,4,4,1596,0,Dixie_2021,-121.55467012975194,40.05076769938095,Timber Litter,Tree
42,0.0,30.795,35.244,183,7901,55,10,131,1322,1,Dixie_2021,-121.5640987193881,40.0765805398303,Timber Litter,Tree
-136,0.0,30.795,35.244,142,7192,65,19,236,1269,0,Dixie_2021,-121.57353410027335,40.1023930117354,Shrub,Shrub
63,0.0,30.444,34.048,165,7027,55,8,120,1270,0,Dixie_2021,-121.58297627956155,40.128205120016574,Timber-Understory,Tree
74,0.0,31.876,38.171,165,7027,65,14,267,1218,0,Dixie_2021,-121.59242526441635,40.15401686959923,Timber-Understory,Tree
101,0.0,31.876,38.171,165,7027,45,9,205,1241,0,Dixie_2021,-121.6018810620111,40.17982826541407,Timber-Understory,Tree
-99,0.0,31.138,36.412,122,7027,35,3,118,1596,0,Dixie_2021,-121.61134367952909,40.205639312396954,Grass-Shrub,Tree
62,0.0,28.961,31.267,165,7028,65,5,78,1532,0,Dixie_2021,-121.62081312416339,40.23145001548902,Timber-Understory,Tree
16,0.0,28.961,31.267,183,7192,65,7,177,1625,0,Dixie_2021,-121.63028940311679,40.25726037963662,Timber Litter,Shrub
-36,0.0,26.694,27.545,187,7032,55,15,237,1867,0,Dixie_2021,-121.63977252360215,40.28307040979126,Timber Litter,Tree
1,0.0,28.824,31.257,187,7032,65,8,309,1830,0,Dixie_2021,-121.64926249284206,40.30888011090988,Timber Litter,Tree
33,0.0,29.225,32.205,165,7028,55,27,54,1696,1,Dixie_2021,-121.65875931806897,40.33468948795467,Timber-Understory,Tree
-57,0.0,28.889,31.144,122,7027,35,13,207,1548,0,Dixie_2021,-121.6682630065254,40.36049854589317,Grass-Shrub,Tree
-69,0.0,28.889,31.144,122,7027,35,2,-1,1570,0,Dixie_2021,-121.67777356546362,40.38630728969807,Grass-Shrub,Tree
-28,0.0,28.41,30.106,186,7027,45,12,302,1645,0,Dixie_2021,-121.68729100214594,40.41211572434766,Timber Litter,Tree
34,0.001,31.253,36.731,186,7028,45,25,355,1319,1,Dixie_2021,-121.69681532384458,40.43792385482549,Timber Litter,Tree
-52,0.001,31.253,36.731,122,7196,0,2,-1,1296,1,Dixie_2021,-121.70634653784177,40.46373168612053,Grass-Shrub,Shrub
120,0.02,30.914,35.655,186,7027,45,3,241,1300,0,Dixie_2021,-121.71588465142968,40.48953922322718,Timber Litter,Tree
-44,0.02,30.914,35.655,165,7031,45,3,133,1249,1,Dixie_2021,-121.72542967191055,40.515346471145236,Timber-Understory,Tree
-28,0.0,31.213,36.35,98,7158,0,2,-1,1245,1,Dixie_2021,-121.73498160659658,40.54115343487991,Non-Burnable,Tree
-89,0.0,30.413,34.518,102,7967,0,2,-1,1258,1,Dixie_2021,-121.74454046281002,40.56696011944195,Grass,Herb
34,0.0,30.413,34.518,185,7027,35,6,152,1375,1,Dixie_2021,-121.75410624788323,40.592766529847616,Timber Litter,Tree
23,0.05,29.973,33.383,165,7027,55,22,169,1130,0,Dixie_2021,-121.76367896915858,40.61857267111865,Timber-Understory,Tree
26,0.0,32.457,39.447,165,7027,65,19,288,1280,0,Dixie_2021,-121.7732586339885,40.644378548282326,Timber-Understory,Tree
56,0.248,29.893,33.068,186,7027,45,7,281,1463,1,Dixie_2021,-121.78284524973566,40.67018416637137,Timber Litter,Tree
20,0.408,27.971,28.538,165,7027,65,22,198,1428,0,Dixie_2021,-121.79243882377276,40.69598953042425,Timber-Understory,Tree
-32768,0.408,27.971,28.538,186,7027,45,3,240,1539,0,Dixie_2021,-121.80203936348255,40.72179464548494,Timber Litter,Tree
640,0.0,33.159,39.829,165,7030,65,37,179,336,0,Dixie_2021,-121.38933251986353,39.69641856267528,Timber-Understory,Tree
588,0.0,33.681,41.6,165,7027,75,18,92,791,0,Dixie_2021,-121.39865549196787,39.72223968136124,Timber-Understory,Tree
76,0.0,31.21,34.676,165,7027,65,11,71,910,0,Dixie_2021,-121.407985149407,39.74806036648818,Timber-Understory,Tree
-28,0.0,31.428,35.708,165,7028,75,11,198,1212,0,Dixie_2021,-121.41732149919426,39.773880622911435,Timber-Understory,Tree
24,0.0,31.428,35.708,165,7030,65,35,218,708,0,Dixie_2021,-121.42666454835269,39.799700455490814,Timber-Understory,Tree
-60,0.0,32.834,39.831,165,7030,45,18,212,784,0,Dixie_2021,-121.43601430391489,39.82551986909141,Timber-Understory,Tree
22,0.0,30.864,34.109,102,7105,0,18,184,1148,0,Dixie_2021,-121.44537077292291,39.85133886858313,Grass,Shrub
27,0.0,30.192,33.005,186,7197,35,23,57,1191,0,Dixie_2021,-121.45473396242859,39.87715745884082,Timber Litter,Tree
410,0.0,29.658,32.268,186,7028,35,11,112,1458,0,Dixie_2021,-121.46410387949318,39.90297564474446,Timber Litter,Tree
28,0.0,29.658,32.268,186,7028,45,30,162,1397,0,Dixie_2021,-121.47348053118775,39.928793431178875,Timber Litter,Tree
-82,0.0,29.273,31.305,186,7028,45,11,272,1755,0,Dixie_2021,-121.48286392459286,39.95461082303401,Timber Litter,Tree
7,0.0,28.39,28.993,165,7028,65,7,254,1544,0,Dixie_2021,-121.49225406679884,39.980427825205,Timber-Understory,Tree
42,0.0,28.39,28.993,183,9129,55,2,-1,1561,0,Dixie_2021,-121.50165096490556,40.00624444259187,Timber Litter,Tree
2,0.0,28.054,28.971,186,7027,55,22,127,1479,0,Dixie_2021,-121.5110546260228,40.03206068009975,Timber Litter,Tree
337,0.0,28.054,28.971,186,7028,45,1,-1,1635,0,Dixie_2021,-121.52046505726979,40.05787654263893,Timber Litter,Tree
26,0.0,29.898,33.464,122,7662,0,1,-1,1351,0,Dixie_2021,-121.52988226577567,40.08369203512478,Grass-Shrub,Herb
-4,0.0,29.261,31.396,165,7027,55,5,299,1369,0,Dixie_2021,-121.53930625867925,40.10950716247779,Timber-Understory,Tree
26,0.0,29.261,31.396,122,7098,55,17,185,1465,0,Dixie_2021,-121.54873704312912,40.13532192962383,Grass-Shrub,Shrub
90,0.0,30.848,35.631,165,7027,65,15,288,1171,0,Dixie_2021,-121.55817462628359,40.16113634149367,Timber-Understory,Tree
-2,0.0,31.876,38.171,165,7027,55,22,289,1447,0,Dixie_2021,-121.56761901531083,40.186950403023374,Timber-Understory,Tree
5,0.0,28.616,30.354,184,7032,45,4,169,1727,0,Dixie_2021,-121.57707021738877,40.21276411915436,Timber Litter,Tree
25,0.0,29.387,32.916,165,7027,65,26,115,1184,0,Dixie_2021,-121.58652823970517,40.2385774948331,Timber-Understory,Tree
12,0.0,29.387,32.916,187,7032,65,11,206,1815,0,Dixie_2021,-121.59599308945764,40.26439053501138,Timber Litter,Tree
24,0.0,26.694,27.545,184,7032,45,12,137,1853,0,Dixie_2021,-121.60546477385361,40.29020324464623,Timber Litter,Tree
14,0.0,28.75,31.589,187,7032,65,13,349,1720,1,Dixie_2021,-121.6149433001104,40.31601562870013,Timber Litter,Tree
39,0.0,28.75,31.589,122,7027,35,2,-1,1466,1,Dixie_2021,-121.62442867545523,40.341827692140704,Grass-Shrub,Tree
11,0.045,26.644,26.951,187,7032,65,6,291,1860,1,Dixie_2021,-121.6339209071252,40.367639439940994,Timber Litter,Tree
53,0.045,26.644,26.951,187,7032,65,9,199,1839,1,Dixie_2021,-121.64342000236738,40.39345087707926,Timber Litter,Tree
-42,0.0,28.41,30.106,186,7027,45,15,39,1621,1,Dixie_2021,-121.65292596843865,40.41926200853935,Timber Litter,Tree
45,0.306,29.6,33.062,187,7158,55,4,251,1465,1,Dixie_2021,-121.66243881260601,40.4450728393103,Timber Litter,Tree
60,0.306,29.6,33.062,165,7027,65,3,207,1399,1,Dixie_2021,-121.67195854214633,40.47088337438676,Timber-Understory,Tree
-7,0.913,29.755,33.082,186,7027,45,2,-1,1380,1,Dixie_2021,-121.68148516434641,40.49669361876855,Timber Litter,Tree
-24,0.079,31.004,35.62,122,7098,0,2,-1,1314,1,Dixie_2021,-121.69101868650323,40.522503577461265,Grass-Shrub,Shrub
85,0.079,31.004,35.62,182,7191,15,1,-1,1276,1,Dixie_2021,-121.7005591159236,40.54831325547555,Timber Litter,Herb
138,0.581,29.435,32.378,122,9301,35,7,338,1303,1,Dixie_2021,-121.71010645992443,40.57412265782786,Grass-Shrub,Herb
58,0.581,29.435,32.378,165,7028,65,19,208,1683,0,Dixie_2021,-121.71966072583277,40.59993178954017,Timber-Understory,Tree
29,0.05,29.973,33.383,165,7027,45,11,191,1369,1,Dixie_2021,-121.72922192098562,40.62574065563973,Timber-Understory,Tree
28,0.649,28.554,30.241,187,7032,65,6,297,1686,1,Dixie_2021,-121.73879005273014,40.65154926115954,Timber Litter,Tree
-3,0.649,28.554,30.241,165,7027,65,6,244,1575,1,Dixie_2021,-121.7483651284235,40.67735761113804,Timber-Understory,Tree
806,0.742,28.326,29.925,186,7027,45,9,220,1480,0,Dixie_2021,-121.75794715543313,40.7031657106194,Timber Litter,Tree
-32768,0.742,28.326,29.925,184,7032,55,16,118,1674,0,Dixie_2021,-121.76753614113646,40.72897356465327,Timber Litter,Tree
